age,workclass,education,marital status,occupation,relationship,race,gender,capital gain,capital loss,hours per week,income,income_value
22,,Some-college,Never-married,,Own-child,White,Male,0,0,25,<=50K,46088
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,43065
24,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Other,Male,0,0,14,<=50K,49041
42,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,<=50K,48525
30,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,>50K,564159
28,Private,Masters,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,80,>50K,125175
27,Private,Assoc-voc,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K,36507
53,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,<=50K,38265
22,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K,32454
25,Private,HS-grad,Separated,Protective-serv,Own-child,Black,Male,0,0,40,<=50K,39550
27,Private,Bachelors,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,<=50K,48919
30,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,37,<=50K,46064
27,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,0,0,50,<=50K,30982
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K,44443
36,,HS-grad,Widowed,,Not-in-family,White,Female,0,0,4,<=50K,46357
32,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K,47268
70,Private,10th,Widowed,Craft-repair,Unmarried,White,Male,0,0,45,<=50K,37515
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K,30047
40,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,<=50K,34209
34,Private,11th,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,55,<=50K,42958
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K,31960
39,Private,Masters,Never-married,Other-service,Not-in-family,White,Female,0,0,32,<=50K,41110
49,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,40,<=50K,42969
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,<=50K,37115
31,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K,37172
60,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K,44523
27,Private,Prof-school,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,<=50K,43038
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,<=50K,34801
59,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,0,0,50,<=50K,32500
19,,Some-college,Never-married,,Own-child,White,Female,0,0,20,<=50K,46343
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,24,<=50K,33662
22,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,<=50K,43544
24,Private,Assoc-acdm,Married-civ-spouse,Sales,Own-child,White,Female,0,0,20,<=50K,47320
53,State-gov,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,>50K,1125324
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,42,>50K,923178
24,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,>50K,414392
60,Private,10th,Widowed,Tech-support,Unmarried,White,Female,0,0,40,<=50K,43261
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,33756
52,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,<=50K,47179
32,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,>50K,996801
34,Private,10th,Separated,Other-service,Not-in-family,White,Female,0,0,35,<=50K,42537
35,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,>50K,1246069
38,Private,9th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K,40065
53,Local-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,>50K,808456
23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,36816
40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K,45749
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,34227
50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,>50K,1237594
17,Private,10th,Never-married,Sales,Own-child,White,Female,0,0,20,<=50K,44575
32,Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,>50K,985107
43,,HS-grad,Never-married,,Other-relative,White,Female,0,0,40,<=50K,42634
18,Private,11th,Never-married,Sales,Own-child,White,Male,0,0,16,<=50K,44772
62,Private,10th,Divorced,Other-service,Own-child,White,Female,0,0,40,<=50K,43650
45,Private,Masters,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K,33443
46,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,<=50K,43791
73,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K,31238
64,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,>50K,746222
26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,>50K,1178049
23,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,48,<=50K,47745
30,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,<=50K,43430
51,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K,39183
35,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,<=50K,33166
35,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,1133791
41,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K,46472
40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K,554185
46,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,967685
31,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,30,<=50K,46493
41,Self-emp-inc,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K,38570
23,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,<=50K,36271
21,,Some-college,Never-married,,Own-child,White,Male,0,0,35,<=50K,38129
49,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,>50K,391932
53,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,Black,Male,0,0,40,<=50K,38746
36,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,<=50K,35416
32,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,0,0,72,<=50K,44767
20,Private,11th,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,<=50K,36498
17,,11th,Never-married,,Own-child,White,Male,0,0,10,<=50K,30999
22,Private,Some-college,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Female,0,0,32,<=50K,44443
25,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,<=50K,37042
24,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,<=50K,45701
20,Private,1st-4th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,<=50K,44632
60,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,86014
20,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,30,<=50K,38483
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,>50K,1243574
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,>50K,601453
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,772272
22,Private,11th,Never-married,Sales,Unmarried,White,Female,0,0,25,<=50K,40334
19,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,<=50K,42405
37,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,0,0,40,<=50K,44215
30,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,0,0,40,>50K,466318
44,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,<=50K,34019
63,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,25,<=50K,46714
22,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,45,<=50K,35924
17,Private,11th,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K,32412
21,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K,39782
67,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,164595
46,Private,7th-8th,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,<=50K,43458
29,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,50,<=50K,32028
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,6,<=50K,49790
27,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,24,<=50K,42240
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K,1203652
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,<=50K,40457
36,Private,12th,Separated,Other-service,Unmarried,White,Female,0,0,40,<=50K,44382
62,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K,45751
18,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,15,<=50K,35422
37,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,<=50K,48198
27,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,<=50K,35695
46,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,<=50K,31995
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,>50K,608738
62,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,48066
28,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,41171
22,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,35,<=50K,38311
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,<=50K,40464
67,,Doctorate,Married-civ-spouse,,Husband,White,Male,0,0,20,>50K,1401419
62,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,>50K,345546
30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K,33078
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,20,<=50K,31808
49,,7th-8th,Married-civ-spouse,,Husband,White,Male,0,0,99,<=50K,34866
27,Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,45,<=50K,32586
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,>50K,527708
52,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K,972652
47,Private,12th,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,55,<=50K,45944
57,Local-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,<=50K,31570
64,Private,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,<=50K,44387
56,,HS-grad,Divorced,,Not-in-family,White,Male,0,0,40,<=50K,45842
53,Private,11th,Widowed,Other-service,Own-child,White,Female,0,0,47,<=50K,34673
53,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,>50K,1258295
31,Private,Some-college,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,40,<=50K,37665
45,Local-gov,HS-grad,Separated,Other-service,Unmarried,Black,Female,0,0,40,<=50K,35307
45,State-gov,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K,35295
23,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,28,<=50K,47402
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,72,<=50K,44646
31,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K,37986
35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,<=50K,40038
22,,Some-college,Never-married,,Own-child,White,Female,0,0,40,<=50K,43448
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,700284
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,47109
58,Self-emp-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,<=50K,43076
46,Self-emp-not-inc,HS-grad,Widowed,Other-service,Other-relative,White,Female,0,0,40,<=50K,39650
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,39398
17,,10th,Never-married,,Own-child,White,Male,0,0,30,<=50K,39293
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,<=50K,32233
73,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,<=50K,38637
25,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,>50K,1490469
53,Federal-gov,Some-college,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,<=50K,45794
37,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,<=50K,40654
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,<=50K,41606
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,37298
29,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K,49057
75,,Bachelors,Widowed,,Not-in-family,White,Female,0,0,6,<=50K,39518
58,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,226468
42,Self-emp-not-inc,7th-8th,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,50,<=50K,47464
62,Local-gov,9th,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,24,<=50K,38705
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K,808225
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K,675636
42,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,<=50K,36762
42,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,<=50K,32752
43,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,38,>50K,1386331
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K,831080
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,<=50K,35369
54,Private,5th-6th,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,40,<=50K,36160
29,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,30,<=50K,38463
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,<=50K,35492
37,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,47,<=50K,34497
55,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K,41650
67,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,20,<=50K,36177
51,Private,HS-grad,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,30,<=50K,43222
35,Private,Masters,Never-married,Prof-specialty,Unmarried,White,Female,0,0,32,<=50K,42925
41,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,32554
64,Self-emp-not-inc,HS-grad,Widowed,Other-service,Other-relative,White,Female,0,0,40,<=50K,36937
23,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,<=50K,43533
49,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,<=50K,37723
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,<=50K,39315
62,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,40,<=50K,32316
62,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,<=50K,35535
70,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,14,<=50K,38472
45,Self-emp-not-inc,Masters,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K,42739
20,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K,36911
38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,<=50K,48912
50,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K,31676
40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,55,>50K,1220288
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,<=50K,36077
52,Federal-gov,Some-college,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K,48198
28,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,>50K,902289
62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,<=50K,34419
31,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,<=50K,46431
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,586997
53,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K,605129
42,Private,12th,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,<=50K,42504
26,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,<=50K,49636
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,>50K,957001
49,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,>50K,1444170
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,33266
42,Private,Some-college,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,<=50K,37860
31,Private,11th,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,45151
26,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,<=50K,30797
50,Private,Bachelors,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,<=50K,43001
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,41657
37,Private,Some-college,Never-married,Tech-support,Other-relative,White,Female,0,0,40,<=50K,42027
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,16,<=50K,40086
31,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K,1151638
28,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,<=50K,43566
46,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,>50K,226767
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,8,<=50K,41056
30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,>50K,1230193
66,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,<=50K,31960
37,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K,973705
74,State-gov,7th-8th,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,20,<=50K,49518
46,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,70,>50K,543929
47,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K,773558
49,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,<=50K,38888
53,Private,HS-grad,Divorced,Craft-repair,Unmarried,Black,Female,0,0,48,<=50K,49867
24,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K,32850
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,<=50K,32783
32,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K,40802
45,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,<=50K,40926
37,State-gov,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,65,<=50K,33812
48,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,>50K,488592
25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,45731
44,,12th,Separated,,Not-in-family,White,Female,0,0,36,<=50K,38150
58,,Some-college,Married-civ-spouse,,Husband,Black,Male,0,0,30,<=50K,36377
27,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K,45769
69,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Male,0,0,8,<=50K,49715
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,>50K,198677
47,Private,12th,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,<=50K,47679
30,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,<=50K,46663
27,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,<=50K,36410
19,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,35,<=50K,37472
24,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,>50K,1356406
32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,43012
38,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,<=50K,35976
19,Private,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,<=50K,35564
28,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K,32018
39,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,<=50K,35566
38,Self-emp-not-inc,Some-college,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,60,<=50K,48173
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,>50K,490122
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,>50K,201528
46,Private,9th,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K,33093
53,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,54,<=50K,36614
21,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,<=50K,36000
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K,46505
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,<=50K,42680
24,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,<=50K,42400
32,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,<=50K,35010
30,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,<=50K,45821
57,State-gov,Doctorate,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,<=50K,47509
56,Private,7th-8th,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,<=50K,39606
27,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,37,<=50K,35500
38,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,38181
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K,38306
61,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,>50K,635784
49,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,0,0,40,<=50K,30817
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,<=50K,33910
50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,>50K,83907
43,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,84,>50K,477559
34,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,48,<=50K,38897
28,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,30401
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,43506
55,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,44,<=50K,42990
26,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,>50K,1384286
51,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,>50K,1039331
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,39103
42,Private,Assoc-acdm,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,31,<=50K,40162
63,,Doctorate,Married-civ-spouse,,Husband,White,Male,0,0,12,<=50K,45476
31,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,<=50K,33803
22,Local-gov,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,<=50K,32727
67,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,<=50K,31025
50,,9th,Married-civ-spouse,,Husband,White,Male,0,0,50,<=50K,31513
63,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,24,<=50K,43348
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K,402713
17,Private,11th,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,<=50K,37312
41,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,<=50K,39333
53,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,<=50K,38095
44,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,99,<=50K,43653
24,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,<=50K,32707
35,Private,Assoc-voc,Divorced,Tech-support,Own-child,White,Male,0,0,35,<=50K,33851
61,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,>50K,1449256
31,Private,Assoc-acdm,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,<=50K,33807
